Bus_Name,Bus_Type,Starting_Time,Ending_Time,Total_Duration,Price,Seats_Available,Ratings,Route_Link,Route_Name
Galaxy Tours,A/C Semi Sleeper (2+2),01:15,06:00,04h 45m,600.0,29 Seats available,1.5,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kudla Travels ( ST MARIA ),A/C Sleeper (2+1),21:00,23:59,02h 59m,1350.0,20 Seats available,3.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Madhavi Travels,A/C Sleeper (2+1),23:59,04:30,04h 31m,999.0,19 Seats available,3.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
CGR Tranz,A/C Sleeper (2+1),20:30,02:20,05h 50m,3500.0,1 Seat available,0.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
AURA CONNECT,A/C Sleeper (2+1),21:35,02:20,04h 45m,1899.0,30 Seats available,2.5,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:10,03:51,05h 41m,1000.0,36 Seats available,2.1,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),23:45,04:00,04h 15m,1100.0,33 Seats available,2.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 136,Swift Deluxe Non AC Air Bus (2+2),20:30,04:10,07h 40m,568.0,16 Seats available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 101,Swift Deluxe Non AC Air Bus (2+2),21:15,05:10,07h 55m,548.0,24 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 98,Swift Deluxe Non AC Air Bus (2+2),21:55,05:50,07h 55m,579.0,13 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 1767,Super Express Non AC Seater Air Bus (2+2),23:10,07:05,07h 55m,568.0,3 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
NS Transports,A/C Sleeper (2+1),22:15,05:35,07h 20m,1100.0,11 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
MMK Travels,VE A/C Seater / Sleeper (2+1),22:15,05:30,07h 15m,700.0,24 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
GOLDEN TRAVEL AGENCIES,Volvo A/C Semi Sleeper (2+2),22:45,04:45,06h 00m,1000.0,24 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
NS Transports,NON A/C Sleeper (2+1),22:45,05:20,06h 35m,899.0,9 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),22:00,05:25,07h 25m,1099.0,17 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kalpaka Travels,A/C Sleeper (2+1),22:10,05:00,06h 50m,1100.0,15 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),09:00,17:30,08h 30m,800.0,1 Seat available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Sugama Tourist,A/C Sleeper (2+1),22:00,05:30,07h 30m,850.0,16 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
National travels and logistics,Non A/C Seater / Sleeper (2+1),22:40,05:45,07h 05m,649.0,23 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),21:45,05:20,07h 35m,800.0,20 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
NS Transports,Non A/C Seater / Sleeper (2+1),22:00,06:00,08h 00m,739.0,17 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
GOLDEN TRAVEL AGENCIES,NON A/C Sleeper (2+1),22:30,04:45,06h 15m,900.0,12 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
SAAM BUS,VE A/C Sleeper (2+1),21:45,04:45,07h 00m,850.0,22 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Ashoka Travel and Logistics,A/C Semi Sleeper (2+2),22:30,05:45,07h 15m,900.0,29 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Ashoka Travel and Logistics,A/C Sleeper (2+1),21:45,05:30,07h 45m,1000.0,11 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),22:00,05:30,07h 30m,800.0,23 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kalpaka Travels,NON A/C Semi Sleeper (2+2),21:45,05:30,07h 45m,800.0,38 Seats available,3.6,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),22:00,05:00,07h 00m,800.0,18 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
P K Travels,A/C Sleeper (2+1),22:15,05:30,07h 15m,1100.0,17 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),21:30,05:15,07h 45m,899.0,24 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),22:00,06:10,08h 10m,800.0,27 Seats available,5.0,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Arya Travels,A/C Sleeper (2+1),19:45,05:10,09h 25m,899.0,12 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Arya Travels,A/C Sleeper (2+1),21:40,05:30,07h 50m,945.0,11 Seats available,1.7,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Yathra Logistics,A/C Sleeper (2+1),22:50,06:30,07h 40m,699.0,24 Seats available,0.0,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 811,Super Fast Non AC Seater (2+3),02:20,08:25,06h 05m,285.0,29 Seats available,4.9,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 1126,Super Fast Non AC Seater (2+3),03:16,09:31,06h 15m,273.0,42 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 1127,Super Fast Non AC Seater (2+3),05:01,11:16,06h 15m,273.0,27 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 788,Super Fast Non AC Seater (2+3),07:00,13:00,06h 00m,285.0,18 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 2132,Swift Deluxe Non AC Air Bus (2+2),07:30,13:30,06h 00m,356.0,24 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 580,Super Express Non AC Seater Air Bus (2+2),08:05,14:25,06h 20m,306.0,17 Seats available,3.4,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 53,SWIFT-GARUDA A/C SEATER BUS,08:30,14:45,06h 15m,391.0,9 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 791,Super Fast Non AC Seater (2+3),08:45,14:15,05h 30m,285.0,43 Seats available,5.0,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 796,Super Fast Non AC Seater (2+3),09:10,14:55,05h 45m,285.0,44 Seats available,4.4,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 579,Super Express Non AC Seater Air Bus (2+2),10:00,16:00,06h 00m,306.0,16 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 709,Super Fast Non AC Seater (2+3),10:30,16:30,06h 00m,285.0,45 Seats available,3.4,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 932,Super Fast Non AC Seater (2+3),11:15,17:00,05h 45m,273.0,41 Seats available,3.4,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 55,SWIFT-GARUDA A/C SEATER BUS,12:00,18:00,06h 00m,391.0,19 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 1076,Super Fast Non AC Seater (2+3),13:00,19:15,06h 15m,285.0,35 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 805,Super Fast Non AC Seater (2+3),13:30,19:45,06h 15m,285.0,40 Seats available,4.7,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 897,Super Fast Non AC Seater (2+3),15:01,21:30,06h 29m,273.0,42 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 708,Super Fast Non AC Seater (2+3),16:01,22:25,06h 24m,285.0,50 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 898,Super Fast Non AC Seater (2+3),16:30,22:15,05h 45m,273.0,26 Seats available,4.7,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 578,Super Express Non AC Seater Air Bus (2+2),18:00,01:00,07h 00m,350.0,32 Seats available,3.4,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,19:05,02:05,07h 00m,452.0,22 Seats available,1.6,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 1583,Super Express Non AC Seater Air Bus (2+2),20:00,03:00,07h 00m,419.0,19 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 234,Swift Deluxe Non AC Air Bus (2+2),21:00,04:25,07h 25m,398.0,16 Seats available,1.0,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 1584,Super Express Non AC Seater Air Bus (2+2),21:30,04:20,06h 50m,419.0,30 Seats available,4.8,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 50,Swift Deluxe Non AC Air Bus (2+2),22:00,04:55,06h 55m,419.0,21 Seats available,4.7,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 549,Super Express Non AC Seater Air Bus (2+2),22:15,03:55,05h 40m,419.0,16 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 719,Super Fast Non AC Seater (2+3),23:00,05:40,06h 40m,319.0,32 Seats available,3.4,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 96,Swift Deluxe Non AC Air Bus (2+2),23:05,04:10,05h 05m,356.0,19 Seats available,4.3,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 170,Swift Deluxe Non AC Air Bus (2+2),23:50,04:20,04h 30m,356.0,15 Seats available,2.6,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,18:35,06h 20m,799.0,37 Seats available,4.8,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
A1 Travels,A/C Seater / Sleeper (2+1),20:00,04:00,08h 00m,600.0,33 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Suraj Holidays,Non A/C Seater / Sleeper (2+1),20:15,02:15,06h 00m,750.0,26 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
National travels and logistics,NON A/C Sleeper (2+1),20:45,04:00,07h 15m,649.0,21 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
National travels and logistics,A/C Sleeper (2+1),21:00,03:15,06h 15m,699.0,21 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Suraj Holidays,NON AC Seater / Sleeper 2+1,21:00,03:00,06h 00m,700.0,21 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
A1 Travels,Non A/C Seater / Sleeper (2+1),21:45,04:00,06h 15m,550.0,37 Seats available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
DA Transports,A/C Sleeper (2+1),21:50,04:30,06h 40m,799.0,24 Seats available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),03:30,09:00,05h 30m,350.0,11 Seats available,2.7,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
A1 Travels,Bharat Benz A/C Sleeper (2+1),04:00,08:15,04h 15m,750.0,24 Seats available,2.1,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),14:00,20:30,06h 30m,1100.0,27 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
SAAM BUS,VE A/C Sleeper (2+1),20:30,04:00,07h 30m,900.0,15 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
SKS Tours & Travels,A/C Sleeper (2+1),21:00,04:00,07h 00m,899.0,26 Seats available,5.0,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
MMK Travels,A/C Sleeper (2+1),21:00,03:00,06h 00m,850.0,18 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
NS Transports,VE A/C Sleeper (2+1),21:15,03:30,06h 15m,878.0,29 Seats available,5.0,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Suraj Holidays,VE A/C Sleeper (2+1),22:00,05:00,07h 00m,900.0,19 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
DA Transports,A/C Sleeper (2+1),22:01,04:40,06h 39m,949.0,25 Seats available,4.3,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),13:45,19:30,05h 45m,1600.0,33 Seats available,2.7,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Bharathi Travels,A/C Sleeper (2+1),15:00,21:00,06h 00m,1290.0,22 Seats available,1.0,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:30,04:45,07h 15m,999.0,19 Seats available,2.3,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 102,Swift Deluxe Non AC Air Bus (2+2),07:30,16:20,08h 50m,579.0,3 Seats available,4.7,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
KSRTC (Kerala) - 100,Swift Deluxe Non AC Air Bus (2+2),19:00,03:05,08h 05m,548.0,29 Seats available,4.4,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
KSRTC (Kerala) - 1766,Super Express Non AC Seater Air Bus (2+2),20:15,04:25,08h 10m,568.0,11 Seats available,4.4,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
KSRTC (Kerala) - 133,Swift Deluxe Non AC Air Bus (2+2),21:30,05:20,07h 50m,568.0,23 Seats available,4.2,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
KSRTC (Kerala) - 99,Swift Deluxe Non AC Air Bus (2+2),21:30,05:45,08h 15m,579.0,19 Seats available,4.1,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
NS Transports,A/C Sleeper (2+1),21:15,05:30,08h 15m,949.0,17 Seats available,4.5,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Ashoka Travel and Logistics,A/C Sleeper (2+1),21:15,05:30,08h 15m,1000.0,14 Seats available,4.4,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
MMK Travels,VE A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,700.0,28 Seats available,4.1,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Kalpaka Travels 1,A/C Sleeper (2+1),21:45,05:00,07h 15m,1100.0,17 Seats available,4.2,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
NS Transports,Non A/C Seater / Sleeper (2+1),20:30,05:20,08h 50m,647.0,18 Seats available,4.1,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
NS Transports,NON A/C Sleeper (2+1),21:45,05:45,08h 00m,799.0,20 Seats available,4.0,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Sugama Tourist,A/C Sleeper (2+1),22:00,05:30,07h 30m,800.0,16 Seats available,3.9,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),08:00,17:30,09h 30m,800.0,23 Seats available,3.9,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Ashoka Travel and Logistics,A/C Semi Sleeper (2+2),21:00,05:15,08h 15m,900.0,35 Seats available,3.9,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
National travels and logistics,Non A/C Seater / Sleeper (2+1),21:15,05:30,08h 15m,649.0,25 Seats available,3.6,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Kalpaka Travels 1,NON A/C Seater/ Sleeper (2+1),21:30,05:00,07h 30m,800.0,22 Seats available,4.6,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),21:30,05:00,07h 30m,800.0,40 Seats available,3.6,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Kalpaka Travels 1,NON A/C Seater/ Sleeper (2+1),21:00,05:00,08h 00m,800.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
SAAM BUS,VE A/C Sleeper (2+1),22:00,06:00,08h 00m,850.0,19 Seats available,3.6,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Golden Travels,Volvo A/C Semi Sleeper (2+2),21:45,04:50,07h 05m,899.0,28 Seats available,4.4,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Golden Travels,A/C Sleeper (2+1),21:45,05:10,07h 25m,899.0,22 Seats available,4.8,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
P K Travels,A/C Sleeper (2+1),21:00,05:00,08h 00m,1100.0,23 Seats available,4.2,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Arya Travels,A/C Sleeper (2+1),21:25,05:30,08h 05m,795.0,12 Seats available,2.8,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Golden Travels,NON A/C Sleeper (2+1),21:30,05:00,07h 30m,799.0,22 Seats available,4.1,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Arya Travels,A/C Sleeper (2+1),21:20,05:30,08h 10m,795.0,13 Seats available,3.0,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Kalpaka Travels 1,NON A/C Seater/ Sleeper (2+1),21:15,05:00,07h 45m,800.0,26 Seats available,3.5,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Golden Travels,A/C Sleeper (2+1),21:15,05:00,07h 45m,899.0,19 Seats available,4.6,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Kalpaka Travels 1,NON A/C Semi Sleeper (2+2),20:45,05:00,08h 15m,800.0,26 Seats available,3.3,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Golden Travels,NON A/C Semi Sleeper (2+2),21:15,05:00,07h 45m,799.0,23 Seats available,3.9,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Arya Travels,A/C Semi Sleeper (2+2),21:25,05:30,08h 05m,745.0,19 Seats available,3.0,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
A1 Travels,A/C Seater / Sleeper (2+1),20:05,05:30,09h 25m,700.0,32 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
Madhavi Travels,A/C Sleeper (2+1),22:20,07:00,08h 40m,999.0,14 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
BLM Transports,A/C Sleeper (2+1),22:00,07:00,09h 00m,903.0,20 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:15,07:15,08h 00m,1000.0,23 Seats available,2.0,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,08:00,08h 30m,1200.0,28 Seats available,2.4,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,06:30,08h 45m,650.0,1 Seat available,2.6,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),01:00,09:35,08h 35m,1250.0,1 Seat available,1.7,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,06:00,09h 00m,600.0,27 Seats available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:05,07:40,08h 35m,949.0,22 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
